0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
32.47834483611743,29.20346164265358,3.1395956526386493,24.30776305040204,26.932467973685792,16.487864532597804,20.26025924057205,8.611079432218254,25.42273901933998,22.555798730474667,3.364526410174588,23.027170253254546,24.620208807925124,1.3294821732113535,0.0,3.09983713396079,0.9490152848905269,3.421266079084122,0.09467519822850276,0.0
32.33987680948141,29.92103411692913,1.5648581279621718,24.56471499795358,27.476036584187643,17.632010530535304,26.92590679087948,4.870125927693987,24.993282504243087,22.388725550695835,7.378039333235237,21.547759006664254,24.224672112530723,1.0230702720989606,0.0,5.152777063415574,4.564883422072288,3.970075280010752,2.9545107999253513,0.0
32.03631440974238,28.633889137532357,1.5396514215502959,24.69156608905299,29.131553355929512,20.967935243925908,23.68209558755187,4.342564164973072,25.81239108179617,22.016159351415215,8.064531388743658,2.9697821507023487,24.39185384027161,1.2818911614338575,0.0,13.956012819943517,11.091239665215557,2.845836033996419,0.0,0.0
31.86432585083761,29.08305429342896,0.08307662791715954,24.897310209719716,27.876538337101586,18.613729708133352,22.026862111544958,5.5553947569166455,25.463452032841754,21.554357338311657,18.694181023927104,0.9175008503808334,23.17034283125537,3.995008846372292,0.0,12.706687825508821,6.377381780087083,3.2318018570376466,0.0,0.0
34.22198872861416,30.602183889035242,18.002712246183698,24.62852822017133,27.781760225797633,0.06520677071897622,22.63149919884593,11.158127029401122,27.239000795630794,22.632228237126892,1.5543043191812356,24.892929473668232,26.62304391504163,1.1910946502129722,0.0,2.390208924826797,3.6617127845011024,0.0,2.752136425037587,0.0
33.63410596261545,30.50947334418097,21.100530655440227,27.365278552239246,28.515189123060974,10.825398847131513,26.381128162096964,25.034632337115973,27.914934577808776,24.532149977530256,4.526674185956826,26.249502744518306,27.455796024747798,0.16840741431447848,0.0,5.6646378221734865,0.8795393752204144,0.0,2.822194801337898,0.0
33.28942851955062,31.138130265181747,20.126941630197454,27.123901890671583,29.690288502109524,23.110162846918108,26.24294527291671,19.94539184051387,26.974046540344993,22.660585450746083,2.9227049770902656,24.882291134737883,27.689459417463144,0.3762743064599644,0.0,3.1460897046399494,9.729712149488853,0.3454231904479371,2.2331795967402783,0.0
33.26551276208773,30.53119937115639,14.600347608294895,27.02547294302831,29.37124297899854,25.26217738322183,24.43598290948181,20.464887909330937,26.96762280001569,22.13125806439851,3.1152194847903774,3.6023319496111235,26.442207796339222,1.5569726182874708,0.0,11.337079804625178,22.289760982154153,2.1001471492435817,1.3293590734330065,0.0
33.0377016570599,30.32090405196186,15.036629980560278,27.179305019715954,30.085125084323973,26.739924351125158,25.851513009753674,24.38496376481691,28.24629740227999,23.21217852400322,11.322014062818873,1.6288393316695622,27.01276375751208,0.0,1.0031914819701007,18.390712732027417,23.879923367292545,4.153274228352367,0.007058048196983495,0.0
32.578054243109825,30.430225110900988,4.186274941440974,28.427599549927454,29.139944046447983,25.496340063611555,26.268848853674758,15.523220870647648,27.341057486911705,23.06865924719701,23.695192480772555,2.30283359238088,26.80134403831604,10.148201166038898,0.0,13.270078581553342,11.190005535493752,19.320114979639673,0.061332005022063485,0.0
33.68185174531915,29.023101134096553,18.79556765061778,20.920965030282893,28.575279071310796,0.0,16.49904700338005,8.615299048839123,27.67612373929719,22.642930378324998,2.0774973721770196,29.808259015853427,24.528704640160885,5.020222394141302,0.0,0.08292885693964135,0.0,0.0,2.282649461618518,0.0
